Restaurant_Name	Restaurant_URL	Cuisine_Type	Address
Troy Liquor Bar	/ny/new-york/285640-troy-liquor-bar/menu/	Wings, Bar Food, Cocktails	675 Hudson St New York, NY, 10014
Lobby Lounge at Mandarin Oriental	/ny/new-york/267895-lobby-lounge-at-mandarin-oriental/menu/	Eclectic & International, Bar Food, Cocktails, Teahouses	80 Columbus Circle New York, NY, 10023
Noodle Village	/ny/new-york/272503-noodle-village/menu/	Chinese, Noodles	13 Mott St Ste 212 New York, NY, 10013
City Chow Cafe	/ny/new-york/252539-city-chow-cafe/menu/	Smoothies & Juices, Salads, Healthy	420 Lexington Ave New York, NY, 10017
New Parisian Deli	/ny/new-york/251720-new-parisian-deli/menu/	Deli Food, Sandwiches, Salads	501 Columbus Ave New York, NY, 10024
Battery Place Market	/ny/new-york/315540-battery-place-market/menu/	Deli Food, Sandwiches	77 Battery Pl New York, NY, 10280
Ken & Cook	/ny/new-york/316250-ken-cook/menu/	American (New)	19 Kenmare St New York, NY, 10012
One Cup Two Cupcakes	/ny/new-york/319861-one-cup-two-cupcakes/menu/	Bakery & Pastries, Coffee & Tea, Desserts	953 Columbus Ave New York, NY, 10025
Premier Deli	/ny/new-york/305854-premier-deli/menu/	Deli Food, Sandwiches	856 7th Ave New York, NY, 10019
Fuel Grill & Juice Bar	/ny/new-york/305795-fuel-grill-juice-bar/menu/	Smoothies & Juices, Healthy	683 9th Ave New York, NY, 10036
Dorian Gray	/ny/new-york/309115-dorian-gray/menu/	Irish, American, Bar Food	205 E 4th St New York, NY, 10009
Ramen Thukpa	/ny/new-york/310992-ramen-thukpa/menu/	Chinese, Noodles	70 7th Ave S New York, NY, 10014
Terrace Diner	/ny/new-york/309520-terrace-diner/menu/	Diner	21297 26th Ave New York, NY, 11360
Cafe De Novo	/ny/new-york/338811-cafe-de-novo/menu/	Korean, Deli Food, Sandwiches	94 1/2 Greenwich St New York, NY, 10006
Bateaux New York	/ny/new-york/335736-bateaux-new-york/menu/	American	Pier 61 New York, NY, 10011
Barbaresco	/ny/new-york/335689-barbaresco/menu/	Italian	843 Lexington Ave New York, NY, 10065
The Carriage House	/ny/new-york/327934-the-carriage-house/menu/	Irish, American, Bar Food	219 E 59th St New York, NY, 10022
E Noodle	/ny/new-york/323860-e-noodle/menu/	Chinese	5 Catherine St New York, NY, 10038
Eastwood	/ny/new-york/323444-eastwood/menu/	Middle Eastern, Bar Food	200 Clinton St New York, NY, 10002
Salad Pangea	/ny/new-york/323307-salad-pangea/menu/	Salads	303 Park Ave S New York, NY, 10010
16 Handles	/ny/new-york/357498-16-handles/menu/	Desserts, Kosher	245 Bleecker St New York, NY, 10014
Chelton's Bar & Grill	/ny/new-york/358859-chelton-s-bar-grill/menu/	American	128 W 29th St New York, NY, 10001
Double Wide Bar & Southern Kitchen	/ny/new-york/358380-double-wide-bar-southern-kitchen/menu/	Soul Food, Bar Food, Cocktails	505 E 12th St New York, NY, 10009
Wok to Walk	/ny/new-york/360665-wok-to-walk/menu/	Thai, Asian Fusion	570 8th Ave New York, NY, 10018
Joe the Art of Coffee	/ny/new-york/359503-joe-the-art-of-coffee/menu/	Coffee & Tea	550 W 120th St New York, NY, 10027
Ports Coffee & Tea	/ny/new-york/359443-ports-coffee-tea/menu/	Coffee & Tea	251 W 23rd St New York, NY, 10011
Las Palmas	/ny/new-york/354830-las-palmas/menu/	Deli Food	3891 Broadway New York, NY, 10032
Viktor & Spoils	/ny/new-york/355740-viktor-spoils/menu/	Mexican, Nuevo Latino	105 Rivington St New York, NY, 10002
Tanoshi Sushi Sake Bar	/ny/new-york/363692-tanoshi-sushi-sake-bar/menu/	Japanese, Sushi	1372 York Ave New York, NY, 10021
Charlie Bird	/ny/new-york/364470-charlie-bird/menu/	American (New), Italian	5 King St New York, NY, 10012
Yogorino	/ny/new-york/365122-yogorino/menu/	Desserts	657 Broadway New York, NY, 10012
Bugs	/ny/new-york/365726-bugs/menu/	Japanese, Tapas	504 E 12th St New York, NY, 10009
The Drunken Munkey	/ny/new-york/379409-the-drunken-munkey/menu/	Indian, Cocktails	338 E 92nd St New York, NY, 10128
Milosun Sushi	/ny/new-york/368394-milosun-sushi/menu/	Japanese, Sushi	141 1st Ave New York, NY, 10003
Hot Jalapeno	/ny/new-york/373508-hot-jalapeno/menu/	Mexican	219 E 116th St New York, NY, 10029
A-12 Sushi and Ramen	/ny/new-york/380339-a-12-sushi-and-ramen/menu/	Japanese, Sushi, Noodles	63 Clinton St New York, NY, 10002
Tender	/ny/new-york/400867-tender/menu/	American (New), Sushi, Cocktails	130 W 47th St New York, NY, 10036
North River Lobster Company	/ny/new-york/400915-north-river-lobster-company/menu/	Seafood	Pier 81 New York, NY, 10036
Peak Thai Restaurant	/ny/new-york/401334-peak-thai-restaurant/menu/	Thai	301 E 49th St New York, NY, 10017
Racines	/ny/new-york/395936-racines/menu/	French, Bistro	94 Chambers St New York, NY, 10007
Insomnia Cookies	/ny/new-york/395510-insomnia-cookies/menu/	Desserts	299 E 11th St New York, NY, 10003
The Cannibal at Gotham West Market	/ny/new-york/385858-the-cannibal-at-gotham-west-market/menu/	Tapas, Cocktails, Gastropub	600 11th Ave New York, NY, 10036
Navy	/ny/new-york/386870-navy/menu/	American (New), Cocktails	137 Sullivan St New York, NY, 10012
Cafe Hanamizuki	/ny/new-york/388929-cafe-hanamizuki/menu/	Japanese, Coffee & Tea	143 W 29th St New York, NY, 10001
327 Gourmet Deli	/ny/new-york/386913-327-gourmet-deli/menu/	Deli Food, Sandwiches, Smoothies & Juices	327 1st Ave New York, NY, 10003
Senza Gluten Cafe & Bakery	/ny/new-york/438261-senza-gluten-cafe-bakery/menu/	Italian	171 Sullivan St New York, NY, 10012
Senza Gluten Cafe & Bakery	/ny/new-york/438261-senza-gluten-cafe-bakery/menu/	Italian	171 Sullivan St New York, NY, 10012
Yo Sweets	/ny/new-york/466172-yo-sweets/menu/	Smoothies & Juices, Desserts	756 W 181st St New York, NY, 10033
Tuome	/ny/new-york/466238-tuome/menu/	American (New)	536 E 5th St New York, NY, 10009
Crepes & Delices	/ny/new-york/424763-crepes-delices/menu/	Crepes	124 W 72nd St New York, NY, 10023
